rel_path,label,source,patient_id,site
data/raw/dataset/benign/136.jpg,benign,dataset,,
data/raw/dataset/benign/137.jpg,benign,dataset,,
data/raw/dataset/benign/138.jpg,benign,dataset,,
data/raw/dataset/benign/139.jpg,benign,dataset,,
data/raw/dataset/benign/14.jpg,benign,dataset,,
data/raw/dataset/benign/140.jpg,benign,dataset,,
data/raw/dataset/benign/141.jpg,benign,dataset,,
data/raw/dataset/benign/142.jpg,benign,dataset,,
data/raw/dataset/benign/143.jpg,benign,dataset,,
data/raw/dataset/benign/144.jpg,benign,dataset,,
data/raw/dataset/benign/145.jpg,benign,dataset,,
data/raw/dataset/benign/146.jpg,benign,dataset,,
data/raw/dataset/benign/147.jpg,benign,dataset,,
data/raw/dataset/benign/148.jpg,benign,dataset,,
data/raw/dataset/benign/149.jpg,benign,dataset,,
data/raw/dataset/benign/15.jpg,benign,dataset,,
data/raw/dataset/benign/150.jpg,benign,dataset,,
data/raw/dataset/benign/151.jpg,benign,dataset,,
data/raw/dataset/benign/152.jpg,benign,dataset,,
data/raw/dataset/benign/153.jpg,benign,dataset,,
data/raw/dataset/benign/154.jpg,benign,dataset,,
data/raw/dataset/benign/155.jpg,benign,dataset,,
data/raw/dataset/benign/156.jpg,benign,dataset,,
data/raw/dataset/benign/157.jpg,benign,dataset,,
data/raw/dataset/benign/158.jpg,benign,dataset,,
data/raw/dataset/benign/159.jpg,benign,dataset,,
data/raw/dataset/benign/16.jpg,benign,dataset,,
data/raw/dataset/benign/160.jpg,benign,dataset,,
data/raw/dataset/benign/161.jpg,benign,dataset,,
data/raw/dataset/benign/162.jpg,benign,dataset,,
data/raw/dataset/benign/163.jpg,benign,dataset,,
data/raw/dataset/benign/164.jpg,benign,dataset,,
data/raw/dataset/benign/165.jpg,benign,dataset,,
data/raw/dataset/benign/17.jpg,benign,dataset,,
data/raw/dataset/benign/18.jpg,benign,dataset,,
data/raw/dataset/benign/19.jpg,benign,dataset,,
data/raw/dataset/benign/2.jpg,benign,dataset,,
data/raw/dataset/benign/20.jpg,benign,dataset,,
data/raw/dataset/benign/21.jpg,benign,dataset,,
data/raw/dataset/benign/22.jpg,benign,dataset,,
data/raw/dataset/benign/23.jpg,benign,dataset,,
data/raw/dataset/benign/24.jpg,benign,dataset,,
data/raw/dataset/benign/25.jpg,benign,dataset,,
data/raw/dataset/benign/26.jpg,benign,dataset,,
data/raw/dataset/benign/27.jpg,benign,dataset,,
data/raw/dataset/benign/28.jpg,benign,dataset,,
data/raw/dataset/benign/29.jpg,benign,dataset,,
data/raw/dataset/benign/3.jpg,benign,dataset,,
data/raw/dataset/benign/30.jpg,benign,dataset,,
data/raw/dataset/benign/31.jpg,benign,dataset,,
data/raw/dataset/benign/32.jpg,benign,dataset,,
data/raw/dataset/benign/33.jpg,benign,dataset,,
data/raw/dataset/benign/34.jpg,benign,dataset,,
data/raw/dataset/benign/35.jpg,benign,dataset,,
data/raw/dataset/benign/36.jpg,benign,dataset,,
data/raw/dataset/benign/37.jpg,benign,dataset,,
data/raw/dataset/benign/38.jpg,benign,dataset,,
data/raw/dataset/benign/39.jpg,benign,dataset,,
data/raw/dataset/benign/4.jpg,benign,dataset,,
data/raw/dataset/benign/40.jpg,benign,dataset,,
data/raw/dataset/benign/41.jpg,benign,dataset,,
data/raw/dataset/benign/42.jpg,benign,dataset,,
data/raw/dataset/benign/43.jpg,benign,dataset,,
data/raw/dataset/benign/44.jpg,benign,dataset,,
data/raw/dataset/benign/45.jpg,benign,dataset,,
data/raw/dataset/benign/46.jpg,benign,dataset,,
data/raw/dataset/benign/47.jpg,benign,dataset,,
data/raw/dataset/benign/48.jpg,benign,dataset,,
data/raw/dataset/benign/49.jpg,benign,dataset,,
data/raw/dataset/benign/5.jpg,benign,dataset,,
data/raw/dataset/benign/50.jpg,benign,dataset,,
data/raw/dataset/benign/51.jpg,benign,dataset,,
data/raw/dataset/benign/52.jpg,benign,dataset,,
data/raw/dataset/benign/53.jpg,benign,dataset,,
data/raw/dataset/benign/54.jpg,benign,dataset,,
data/raw/dataset/benign/55.jpg,benign,dataset,,
data/raw/dataset/benign/56.jpg,benign,dataset,,
data/raw/dataset/benign/57.jpg,benign,dataset,,
data/raw/dataset/benign/58.jpg,benign,dataset,,
data/raw/dataset/benign/59.jpg,benign,dataset,,
data/raw/dataset/benign/6.jpg,benign,dataset,,
data/raw/dataset/benign/60.jpg,benign,dataset,,
data/raw/dataset/benign/61.jpg,benign,dataset,,
data/raw/dataset/benign/62.jpg,benign,dataset,,
data/raw/dataset/benign/63.jpg,benign,dataset,,
data/raw/dataset/benign/64.jpg,benign,dataset,,
data/raw/dataset/benign/65.jpg,benign,dataset,,
data/raw/dataset/benign/66.jpg,benign,dataset,,
data/raw/dataset/benign/67.jpg,benign,dataset,,
data/raw/dataset/benign/68.jpg,benign,dataset,,
data/raw/dataset/benign/69.jpg,benign,dataset,,
data/raw/dataset/benign/7.jpg,benign,dataset,,
data/raw/dataset/benign/70.jpg,benign,dataset,,
data/raw/dataset/benign/71.jpg,benign,dataset,,
data/raw/dataset/benign/72.jpg,benign,dataset,,
data/raw/dataset/benign/73.jpg,benign,dataset,,
data/raw/dataset/benign/74.jpg,benign,dataset,,
data/raw/dataset/benign/75.jpg,benign,dataset,,
data/raw/dataset/benign/76.jpg,benign,dataset,,
data/raw/dataset/benign/77.jpg,benign,dataset,,
data/raw/dataset/benign/78.jpg,benign,dataset,,
data/raw/dataset/benign/79.jpg,benign,dataset,,
data/raw/dataset/benign/8.jpg,benign,dataset,,
data/raw/dataset/benign/80.jpg,benign,dataset,,
data/raw/dataset/benign/81.jpg,benign,dataset,,
data/raw/dataset/benign/82.jpg,benign,dataset,,
data/raw/dataset/benign/83.jpg,benign,dataset,,
data/raw/dataset/benign/84.jpg,benign,dataset,,
data/raw/dataset/benign/85.jpg,benign,dataset,,
data/raw/dataset/benign/86.jpg,benign,dataset,,
data/raw/dataset/benign/87.jpg,benign,dataset,,
data/raw/dataset/benign/88.jpg,benign,dataset,,
data/raw/dataset/benign/89.jpg,benign,dataset,,
data/raw/dataset/benign/9.jpg,benign,dataset,,
data/raw/dataset/benign/90.jpg,benign,dataset,,
data/raw/dataset/benign/91.jpg,benign,dataset,,
data/raw/dataset/benign/92.jpg,benign,dataset,,
data/raw/dataset/benign/93.jpg,benign,dataset,,
data/raw/dataset/benign/94.jpg,benign,dataset,,
data/raw/dataset/benign/95.jpg,benign,dataset,,
data/raw/dataset/benign/96.jpg,benign,dataset,,
data/raw/dataset/benign/97.jpg,benign,dataset,,
data/raw/dataset/benign/98.jpg,benign,dataset,,
data/raw/dataset/benign/99.jpg,benign,dataset,,
data/raw/dataset/malign/1.jpg,malign,dataset,,
data/raw/dataset/malign/10.jpg,malign,dataset,,
data/raw/dataset/malign/100.jpg,malign,dataset,,
data/raw/dataset/malign/101.jpg,malign,dataset,,
data/raw/dataset/malign/102.jpg,malign,dataset,,
data/raw/dataset/malign/103.jpg,malign,dataset,,
data/raw/dataset/malign/104.jpg,malign,dataset,,
data/raw/dataset/malign/105.jpg,malign,dataset,,
data/raw/dataset/malign/106.jpg,malign,dataset,,
data/raw/dataset/malign/107.jpg,malign,dataset,,
data/raw/dataset/malign/108.jpg,malign,dataset,,
data/raw/dataset/malign/109.jpg,malign,dataset,,
data/raw/dataset/malign/11.jpg,malign,dataset,,
data/raw/dataset/malign/110.jpg,malign,dataset,,
data/raw/dataset/malign/111.jpg,malign,dataset,,
data/raw/dataset/malign/112.jpg,malign,dataset,,
data/raw/dataset/malign/113.jpg,malign,dataset,,
data/raw/dataset/malign/114.jpg,malign,dataset,,
data/raw/dataset/malign/115.jpg,malign,dataset,,
data/raw/dataset/malign/116.jpg,malign,dataset,,
data/raw/dataset/malign/117.jpg,malign,dataset,,
data/raw/dataset/malign/118.jpg,malign,dataset,,
data/raw/dataset/malign/119.jpg,malign,dataset,,
data/raw/dataset/malign/12.jpg,malign,dataset,,
data/raw/dataset/malign/120.jpg,malign,dataset,,
data/raw/dataset/malign/121.jpg,malign,dataset,,
data/raw/dataset/malign/122.jpg,malign,dataset,,
data/raw/dataset/malign/123.jpg,malign,dataset,,
data/raw/dataset/malign/124.jpg,malign,dataset,,
data/raw/dataset/malign/125.jpg,malign,dataset,,
data/raw/dataset/malign/126.jpg,malign,dataset,,
data/raw/dataset/malign/127.jpg,malign,dataset,,
data/raw/dataset/malign/128.jpg,malign,dataset,,
data/raw/dataset/malign/129.jpg,malign,dataset,,
data/raw/dataset/malign/13.jpg,malign,dataset,,
data/raw/dataset/malign/130.jpg,malign,dataset,,
data/raw/dataset/malign/131.jpg,malign,dataset,,
data/raw/dataset/malign/132.jpg,malign,dataset,,
data/raw/dataset/malign/133.jpg,malign,dataset,,
data/raw/dataset/malign/134.jpg,malign,dataset,,
data/raw/dataset/malign/135.jpg,malign,dataset,,
data/raw/dataset/malign/136.jpg,malign,dataset,,
data/raw/dataset/malign/137.jpg,malign,dataset,,
data/raw/dataset/malign/138.jpg,malign,dataset,,
data/raw/dataset/malign/139.jpg,malign,dataset,,
data/raw/dataset/malign/14.jpg,malign,dataset,,
data/raw/dataset/malign/140.jpg,malign,dataset,,
data/raw/dataset/malign/141.jpg,malign,dataset,,
data/raw/dataset/malign/142.jpeg,malign,dataset,,
data/raw/dataset/malign/143.jpg,malign,dataset,,
data/raw/dataset/malign/144.jpg,malign,dataset,,
data/raw/dataset/malign/145.jpg,malign,dataset,,
data/raw/dataset/malign/146.jpg,malign,dataset,,
data/raw/dataset/malign/147.jpg,malign,dataset,,
data/raw/dataset/malign/148.jpg,malign,dataset,,
data/raw/dataset/malign/149.jpg,malign,dataset,,
data/raw/dataset/malign/15.jpg,malign,dataset,,
data/raw/dataset/malign/150.jpg,malign,dataset,,
data/raw/dataset/malign/151.jpg,malign,dataset,,
data/raw/dataset/malign/152.jpg,malign,dataset,,
data/raw/dataset/malign/153.jpg,malign,dataset,,
data/raw/dataset/malign/154.jpg,malign,dataset,,
data/raw/dataset/malign/155.jpg,malign,dataset,,
data/raw/dataset/malign/156.jpg,malign,dataset,,
data/raw/dataset/malign/157.jpg,malign,dataset,,
data/raw/dataset/malign/158.jpg,malign,dataset,,
data/raw/dataset/malign/16.jpg,malign,dataset,,
data/raw/dataset/malign/17.jpg,malign,dataset,,
data/raw/dataset/malign/18.jpg,malign,dataset,,
data/raw/dataset/malign/19.jpg,malign,dataset,,
data/raw/dataset/malign/2.jpg,malign,dataset,,
data/raw/dataset/malign/20.jpg,malign,dataset,,
data/raw/dataset/malign/21.jpg,malign,dataset,,
data/raw/dataset/malign/22.jpg,malign,dataset,,
data/raw/dataset/malign/23.jpg,malign,dataset,,
data/raw/dataset/malign/24.jpg,malign,dataset,,
data/raw/dataset/malign/25.jpg,malign,dataset,,
data/raw/dataset/malign/26.jpg,malign,dataset,,
data/raw/dataset/malign/27.jpg,malign,dataset,,
data/raw/dataset/malign/28.jpg,malign,dataset,,
data/raw/dataset/malign/29.jpg,malign,dataset,,
data/raw/dataset/malign/3.jpg,malign,dataset,,
data/raw/dataset/malign/30.jpg,malign,dataset,,
data/raw/dataset/malign/31.jpg,malign,dataset,,
data/raw/dataset/malign/32.jpg,malign,dataset,,
data/raw/dataset/malign/33.jpg,malign,dataset,,
data/raw/dataset/malign/34.jpg,malign,dataset,,
data/raw/dataset/malign/35.jpg,malign,dataset,,
data/raw/dataset/malign/36.jpg,malign,dataset,,
data/raw/dataset/malign/37.jpg,malign,dataset,,
data/raw/dataset/malign/38.jpg,malign,dataset,,
data/raw/dataset/malign/39.jpg,malign,dataset,,
data/raw/dataset/malign/4.jpg,malign,dataset,,
data/raw/dataset/malign/40.jpg,malign,dataset,,
data/raw/dataset/malign/41.jpg,malign,dataset,,
data/raw/dataset/malign/42.jpg,malign,dataset,,
data/raw/dataset/malign/43.jpg,malign,dataset,,
data/raw/dataset/malign/44.jpg,malign,dataset,,
data/raw/dataset/malign/45.jpg,malign,dataset,,
data/raw/dataset/malign/46.jpg,malign,dataset,,
data/raw/dataset/malign/47.jpg,malign,dataset,,
data/raw/dataset/malign/48.jpg,malign,dataset,,
data/raw/dataset/malign/49.jpg,malign,dataset,,
data/raw/dataset/malign/5.jpg,malign,dataset,,
data/raw/dataset/malign/50.jpg,malign,dataset,,
data/raw/dataset/malign/51.jpg,malign,dataset,,
data/raw/dataset/malign/52.jpg,malign,dataset,,
data/raw/dataset/malign/53.jpg,malign,dataset,,
data/raw/dataset/malign/54.jpg,malign,dataset,,
data/raw/dataset/malign/55.jpg,malign,dataset,,
data/raw/dataset/malign/56.jpg,malign,dataset,,
data/raw/dataset/malign/57.jpg,malign,dataset,,
data/raw/dataset/malign/58.jpg,malign,dataset,,
data/raw/dataset/malign/59.jpg,malign,dataset,,
data/raw/dataset/malign/6.jpg,malign,dataset,,
data/raw/dataset/malign/60.jpg,malign,dataset,,
data/raw/dataset/malign/61.jpg,malign,dataset,,
data/raw/dataset/malign/62.jpg,malign,dataset,,
data/raw/dataset/malign/63.jpg,malign,dataset,,
data/raw/dataset/malign/64.jpg,malign,dataset,,
data/raw/dataset/malign/65.jpg,malign,dataset,,
data/raw/dataset/malign/66.jpg,malign,dataset,,
data/raw/dataset/malign/67.jpg,malign,dataset,,
data/raw/dataset/malign/68.jpg,malign,dataset,,
data/raw/dataset/malign/69.jpg,malign,dataset,,
data/raw/dataset/malign/7.jpg,malign,dataset,,
data/raw/dataset/malign/70.jpg,malign,dataset,,
data/raw/dataset/malign/71.jpg,malign,dataset,,
data/raw/dataset/malign/72.jpg,malign,dataset,,
data/raw/dataset/malign/73.jpg,malign,dataset,,
data/raw/dataset/malign/74.jpg,malign,dataset,,
data/raw/dataset/malign/75.jpg,malign,dataset,,
data/raw/dataset/malign/76.jpg,malign,dataset,,
data/raw/dataset/malign/77.jpg,malign,dataset,,
data/raw/dataset/malign/78.jpg,malign,dataset,,
data/raw/dataset/malign/79.jpg,malign,dataset,,
data/raw/dataset/malign/8.jpg,malign,dataset,,
data/raw/dataset/malign/80.jpg,malign,dataset,,
data/raw/dataset/malign/81.jpg,malign,dataset,,
data/raw/dataset/malign/82.jpg,malign,dataset,,
data/raw/dataset/malign/83.jpg,malign,dataset,,
data/raw/dataset/malign/84.jpg,malign,dataset,,
data/raw/dataset/malign/85.jpg,malign,dataset,,
data/raw/dataset/malign/86.jpg,malign,dataset,,
data/raw/dataset/malign/87.jpg,malign,dataset,,
data/raw/dataset/malign/88.jpg,malign,dataset,,
data/raw/dataset/malign/89.jpg,malign,dataset,,
data/raw/dataset/malign/9.jpg,malign,dataset,,
data/raw/dataset/malign/90.jpg,malign,dataset,,
data/raw/dataset/malign/91.jpg,malign,dataset,,
data/raw/dataset/malign/92.jpg,malign,dataset,,
data/raw/dataset/malign/93.jpg,malign,dataset,,
data/raw/dataset/malign/94.jpg,malign,dataset,,
data/raw/dataset/malign/95.jpg,malign,dataset,,
data/raw/dataset/malign/96.jpg,malign,dataset,,
data/raw/dataset/malign/97.jpg,malign,dataset,,
data/raw/dataset/malign/98.jpg,malign,dataset,,
data/raw/dataset/malign/99.jpg,malign,dataset,,
data/raw/dataset_1/benign/1.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/10.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/100.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1000.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1001.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1002.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1003.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1004.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1005.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1006.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1007.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1008.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1009.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/101.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1010.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1011.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1012.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1013.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1014.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1015.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1016.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1017.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1018.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1019.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/102.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1020.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1021.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1022.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1023.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1024.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1025.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1026.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1027.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1028.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1029.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/103.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1030.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1031.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1032.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1033.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1034.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1035.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1036.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1037.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1038.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1039.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/104.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1040.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1041.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1042.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1043.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1044.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1045.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1046.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1047.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1048.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1049.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/105.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1050.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1051.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1052.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1053.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1054.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1055.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1056.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1057.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1058.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1059.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/106.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1060.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1061.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1062.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1063.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1064.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1065.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/107.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/108.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/109.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/11.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/110.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1101.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1102.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1103.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1104.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1105.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1106.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1107.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1108.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1109.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/111.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1110.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1111.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1112.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1113.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1114.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1115.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1116.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1117.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1118.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1119.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/112.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1120.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1121.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1122.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1123.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1124.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1125.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1126.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1127.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1128.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1129.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/113.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1130.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1131.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1132.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1133.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1134.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1135.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1136.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1137.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1138.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1139.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/114.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1140.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1141.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1142.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1143.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1144.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1145.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1146.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1147.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1148.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1149.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/115.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1150.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1151.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1152.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1153.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1154.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1155.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1156.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1157.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1158.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1159.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/116.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1160.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1161.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1162.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1163.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1164.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1165.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1166.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1167.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1168.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1169.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/117.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1170.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1171.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1172.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1173.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1174.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1175.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1176.jpg,benign,dataset_1,,
data/raw/dataset_1/benign/1177.jpg,benign,dataset_1,,
